,SalePrice,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran,ExterQualDisc,OverallCondDisc,KitchenQualDisc,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_None,MasVnrType_Stone
46,131000,1716,11409,0.2857142857142856,768.0,60.04109589041096,1.0,1,1,1,0,160,0.0,1,0,3,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,0.04761904761904773,-0.11904761904761899,0.04761904761904773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,109500,936,4485,0.2857142857142856,936.0,90.3917808219178,0.0,1,0,1,0,135,0.0,1,0,2,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,0.04761904761904773,0.38095238095238093,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48,110000,1230,10440,0.2857142857142856,440.0,99.3972602739726,2.0,1,1,1,0,128,0.0,0,0,2,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,193800,1565,3784,0.7142857142857142,1451.0,1.084931506849315,2.0,2,0,1,1,120,60.0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50,179600,1422,8500,0.5714285714285714,1422.0,3.835616438356164,2.0,2,0,3,0,60,0.0,0,0,3,1,0,0,0,0,1,0,1,3,1,12,0,0,0,0,0,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,140000,1641,10759,0.2857142857142856,190.0,36.52328767123288,2.0,2,0,1,0,92,811.0,1,0,4,1,1,1,1,0,1,0,3,0,0,0,0,0,1,0,1,0.04761904761904773,-0.11904761904761899,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,395000,1973,14226,0.7142857142857142,1935.0,1.4958904109589042,3.0,2,0,3,1,45,0.0,1,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,151500,1248,10800,0.2857142857142856,616.0,46.36164383561644,1.0,1,0,1,0,0,632.0,0,0,3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3,0.04761904761904773,0.38095238095238093,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,341000,2418,10542,0.5714285714285714,138.0,15.591780821917808,3.0,2,1,4,0,370,1173.0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,235000,1755,11949,0.5714285714285714,158.0,18.50958904109589,2.0,2,1,1,0,60,817.0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,0.26190476190476186,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,72000,672,8534,0.1428571428571428,432.0,81.46849315068494,0.0,1,0,1,0,112,0.0,0,0,2,0,0,1,0,0,4,1,4,2,0,0,1,0,0,0,3,0.19047619047619052,0.023809523809523808,0.19047619047619052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,154000,1626,10512,0.4285714285714285,988.0,53.36438356164384,1.0,1,1,1,0,0,0.0,0,0,3,1,1,1,1,0,10,0,4,0,0,0,0,0,1,0,1,-0.09523809523809518,0.07142857142857151,0.23809523809523814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,222000,1726,3830,0.4285714285714285,1726.0,1.0027397260273974,2.0,2,1,1,1,254,0.0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.23809523809523814,-0.09523809523809529,0.23809523809523814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
59,128200,894,10650,0.2857142857142856,182.0,34.10958904109589,1.0,1,0,3,0,0,712.0,0,0,3,1,0,0,0,0,1,0,1,3,0,8,0,0,0,0,0,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,615000,2470,12720,0.9999999999999998,278.0,5.087671232876712,3.0,1,1,4,0,281,2257.0,2,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2.220446049250313e-16,-0.6666666666666665,2.220446049250313e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,158000,1174,12250,0.2857142857142856,83.0,30.350684931506848,2.0,1,0,2,0,280,781.0,0,0,3,1,0,0,1,0,1,0,2,3,1,8,0,0,0,0,0,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,254000,1324,6240,0.7142857142857142,461.0,3.9178082191780814,2.0,2,0,1,0,38,863.0,1,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,169000,2447,9638,0.4285714285714285,804.0,91.22465753424656,1.0,2,0,1,0,158,0.0,1,0,4,2,1,1,0,0,11,0,2,0,0,0,1,0,0,0,3,-0.09523809523809518,0.23809523809523803,0.23809523809523814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
64,284500,2199,9660,0.7142857142857142,1173.0,11.673972602739726,2.0,2,1,1,0,131,0.0,1,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,184500,1374,13300,0.5714285714285714,58.0,6.419178082191781,2.0,2,1,1,0,0,326.0,1,0,3,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,210400,1335,9000,0.5714285714285714,1335.0,1.4136986301369865,2.0,2,0,1,1,210,0.0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,214000,1588,10264,0.5714285714285714,426.0,7.586301369863014,2.0,2,0,3,0,29,1162.0,0,0,3,1,0,0,0,0,1,0,0,3,1,11,0,0,0,0,0,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,392500,1652,5587,0.7142857142857142,120.0,0.8356164383561644,2.0,2,0,4,1,206,1480.0,1,0,2,0,1,0,0,0,0,1,3,5,0,0,0,0,0,1,0,0.2857142857142858,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
69,274725,2021,23257,0.5714285714285714,868.0,0.6657534246575343,2.0,2,1,1,1,100,0.0,1,0,3,2,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
